source,target,year,mean
IND,USA,2001,2.33469387755102
IRL,USA,2001,1.16086956521739
IRN,USA,2001,-1.58333333333333
IRQ,USA,2001,-0.454545454545455
ISR,USA,2001,1.7377990430622
ITA,USA,2001,1.65714285714286
JOR,USA,2001,2.22638888888889
JPN,USA,2001,1.70755148741419
KAZ,USA,2001,3.20952380952381
KEN,USA,2001,2.96875
KGZ,USA,2001,1.84
KHM,USA,2001,1.8
KOR,USA,2001,2.43731884057971
KWT,USA,2001,2.24
LBN,USA,2001,1.7225
LBY,USA,2001,1.25
LKA,USA,2001,2.84166666666667
LTU,USA,2001,2.73684210526316
LVA,USA,2001,2.21052631578947
MAR,USA,2001,2.2625
MEX,USA,2001,1.98295964125561
MKD,USA,2001,1.89333333333333
MLI,USA,2001,3.8
MNE,USA,2001,0
MNG,USA,2001,2.2
MYS,USA,2001,0.284615384615385
NAM,USA,2001,0
NGA,USA,2001,1.91935483870968
NIC,USA,2001,2.06666666666667
NLD,USA,2001,1.84
NOR,USA,2001,1.23
NZL,USA,2001,1.48
PAK,USA,2001,2.71090909090909
PAN,USA,2001,2.33333333333333
PER,USA,2001,2.68
PHL,USA,2001,2.23725490196078
POL,USA,2001,2.03076923076923
PRK,USA,2001,0.84375
PRY,USA,2001,-7.2
PSE,USA,2001,2.39835616438356
QAT,USA,2001,1.89
ROU,USA,2001,2.69310344827586
RUS,USA,2001,2.30667752442997
RWA,USA,2001,2.17142857142857
SAU,USA,2001,2.00943396226415
SDN,USA,2001,1.64444444444444
SEN,USA,2001,2
SGP,USA,2001,2.4625
SLV,USA,2001,2.1
SOM,USA,2001,1.77142857142857
SRB,USA,2001,2.39230769230769
SVK,USA,2001,2.36455696202532
SVN,USA,2001,1.13333333333333
SWE,USA,2001,2.23809523809524
SYR,USA,2001,2.66086956521739
TCD,USA,2001,3.1
THA,USA,2001,1.92857142857143
TJK,USA,2001,2.82413793103448
TKM,USA,2001,2.96
TTO,USA,2001,0
TUN,USA,2001,2
TUR,USA,2001,2.00769230769231
TWN,USA,2001,1.43090909090909
TZA,USA,2001,0
UGA,USA,2001,2.34
UKR,USA,2001,2.96086956521739
UZB,USA,2001,2.63835616438356
VAT,USA,2001,1.95
VEN,USA,2001,1.68
VNM,USA,2001,3.575
YEM,USA,2001,1.752
ZAF,USA,2001,1.95
ZMB,USA,2001,3.4
ZWE,USA,2001,-0.288888888888889
AFG,UZB,2001,0.25
AUT,UZB,2001,1.15
AZE,UZB,2001,4
CHN,UZB,2001,2.68888888888889
CYP,UZB,2001,1
DEU,UZB,2001,2.18
ESP,UZB,2001,1
FIN,UZB,2001,1
GBR,UZB,2001,1
GEO,UZB,2001,4
IRN,UZB,2001,1.71111111111111
ISL,UZB,2001,1
ISR,UZB,2001,7
JPN,UZB,2001,1.78
KGZ,UZB,2001,-2
MDA,UZB,2001,4
PRT,UZB,2001,1.9
RUS,UZB,2001,2.72
TJK,UZB,2001,0
UKR,UZB,2001,1.5
USA,UZB,2001,3.31538461538462
ARG,VAT,2001,1
BGR,VAT,2001,4
GRC,VAT,2001,2.6
HUN,VAT,2001,1.9
IRN,VAT,2001,1
ITA,VAT,2001,1
KOR,VAT,2001,4
LBN,VAT,2001,1
MEX,VAT,2001,2.95
POL,VAT,2001,3.4
PSE,VAT,2001,2.64117647058824
ROU,VAT,2001,4
RUS,VAT,2001,4
SVK,VAT,2001,2.24166666666667
SVN,VAT,2001,2.8
SYR,VAT,2001,3.04
TUR,VAT,2001,0
UKR,VAT,2001,0
USA,VAT,2001,1.54
VEN,VAT,2001,3.4
BRA,VEN,2001,2.15555555555556
CAN,VEN,2001,8
CHN,VEN,2001,1.66
COL,VEN,2001,0.864285714285714
CUB,VEN,2001,1.72105263157895
DOM,VEN,2001,6.625
DZA,VEN,2001,1
FRA,VEN,2001,2.5
GBR,VEN,2001,1
GUY,VEN,2001,7
IRN,VEN,2001,2.68
IRQ,VEN,2001,2.8
MEX,VEN,2001,1.41428571428571
PER,VEN,2001,1.66666666666667
RUS,VEN,2001,3.5
SAU,VEN,2001,4
SLV,VEN,2001,-5
TTO,VEN,2001,8
USA,VEN,2001,-2.58181818181818
VAT,VEN,2001,1
AUS,VNM,2001,3.86
BRN,VNM,2001,1
CHN,VNM,2001,2.49887640449438
CUB,VNM,2001,5.05
DEU,VNM,2001,3.68235294117647
DZA,VNM,2001,7
ESP,VNM,2001,3.27142857142857
FRA,VNM,2001,2.88
GBR,VNM,2001,5.5
GUY,VNM,2001,3.5
HTI,VNM,2001,1
IDN,VNM,2001,3.4
IND,VNM,2001,3.25675675675676
IRQ,VNM,2001,7
ISR,VNM,2001,3.1
ITA,VNM,2001,2.8
JPN,VNM,2001,2.27777777777778
KHM,VNM,2001,1.9
KOR,VNM,2001,7.35
LAO,VNM,2001,4.08888888888889
MMR,VNM,2001,1
NZL,VNM,2001,0
PAK,VNM,2001,4.10909090909091
PHL,VNM,2001,1.45
PRK,VNM,2001,3.225
RUS,VNM,2001,4.43934426229508
SGP,VNM,2001,3.04545454545455
SWE,VNM,2001,3.57142857142857
THA,VNM,2001,3.6
TZA,VNM,2001,1.9
USA,VNM,2001,2.53333333333333
ZWE,VNM,2001,3.44285714285714
NZL,VUT,2001,2
CZE,YEM,2001,2.8
DEU,YEM,2001,2.88
EGY,YEM,2001,1
ERI,YEM,2001,1
ETH,YEM,2001,1
FRA,YEM,2001,3.58
IRN,YEM,2001,1
IRQ,YEM,2001,2.2
JOR,YEM,2001,1
JPN,YEM,2001,5.2
OMN,YEM,2001,1.9
PAK,YEM,2001,3.4
PSE,YEM,2001,4.55714285714286
RUS,YEM,2001,0
SAU,YEM,2001,3.6
SDN,YEM,2001,0
SYR,YEM,2001,2.8
USA,YEM,2001,2.09473684210526
ARE,ZAF,2001,1
AUS,ZAF,2001,2.5
BDI,ZAF,2001,3.97727272727273
BEL,ZAF,2001,2
BEN,ZAF,2001,0
BGR,ZAF,2001,1
BRA,ZAF,2001,1.66666666666667
BWA,ZAF,2001,3.2
CAN,ZAF,2001,-2
CHN,ZAF,2001,2.34210526315789
CUB,ZAF,2001,3.45833333333333
CZE,ZAF,2001,4
DEU,ZAF,2001,2.6
DZA,ZAF,2001,4
FRA,ZAF,2001,2.675
GAB,ZAF,2001,7
GBR,ZAF,2001,1.825
GHA,ZAF,2001,4
HKG,ZAF,2001,1.45
HRV,ZAF,2001,3.5
IND,ZAF,2001,1
IRL,ZAF,2001,2.12916666666667
IRQ,ZAF,2001,2.8
ISR,ZAF,2001,1
JPN,ZAF,2001,3.20238095238095
KEN,ZAF,2001,2.2
KOR,ZAF,2001,2.02307692307692
LSO,ZAF,2001,2.2
MLI,ZAF,2001,3.1
MOZ,ZAF,2001,1
MWI,ZAF,2001,1
MYS,ZAF,2001,1
NAM,ZAF,2001,-1
NGA,ZAF,2001,4
NZL,ZAF,2001,0
PER,ZAF,2001,3.5
PRK,ZAF,2001,4
PRT,ZAF,2001,1
PSE,ZAF,2001,2.30588235294118
RUS,ZAF,2001,3.6
RWA,ZAF,2001,5.725
SAU,ZAF,2001,1
SEN,ZAF,2001,4
SGP,ZAF,2001,0.666666666666667
SYR,ZAF,2001,1
THA,ZAF,2001,4.5
TUN,ZAF,2001,3.3
TZA,ZAF,2001,0.5
UGA,ZAF,2001,2.13333333333333
USA,ZAF,2001,1.81666666666667
ZMB,ZAF,2001,4
ZWE,ZAF,2001,2.22307692307692
AGO,ZMB,2001,1.375
BGR,ZMB,2001,1
CAF,ZMB,2001,1
COD,ZMB,2001,7
DZA,ZMB,2001,2.8
EGY,ZMB,2001,3.4
GBR,ZMB,2001,-4
JPN,ZMB,2001,8
NAM,ZMB,2001,1.6
NLD,ZMB,2001,3
RWA,ZMB,2001,-2
SDN,ZMB,2001,1.9
SLE,ZMB,2001,0
ZAF,ZMB,2001,3.8
ZWE,ZMB,2001,0
AUS,ZWE,2001,2.33333333333333
BEL,ZWE,2001,2.375
BWA,ZWE,2001,-2
CAN,ZWE,2001,-2
CHN,ZWE,2001,1
COD,ZWE,2001,0
COG,ZWE,2001,4
FRA,ZWE,2001,2.48
GBR,ZWE,2001,-0.6
ITA,ZWE,2001,1
JPN,ZWE,2001,7
MWI,ZWE,2001,0
MYS,ZWE,2001,4
NAM,ZWE,2001,1.13333333333333
NGA,ZWE,2001,1.14615384615385
PSE,ZWE,2001,6.25
RWA,ZWE,2001,4.18181818181818
SEN,ZWE,2001,1
THA,ZWE,2001,2.5
TZA,ZWE,2001,4
USA,ZWE,2001,-2.8
VNM,ZWE,2001,3.78181818181818
ZAF,ZWE,2001,0.731034482758621
ZMB,ZWE,2001,-5
ARE,AFG,2002,1.93333333333333
AUS,AFG,2002,0.64
BEL,AFG,2002,2.5
BGR,AFG,2002,1.375
CAN,AFG,2002,0.8
CHE,AFG,2002,1
CHN,AFG,2002,1.22105263157895
CZE,AFG,2002,2.17272727272727
DEU,AFG,2002,3.30909090909091
DNK,AFG,2002,1
ESP,AFG,2002,0
FRA,AFG,2002,2.0741935483871
GBR,AFG,2002,2.11285714285714
GRC,AFG,2002,1
HRV,AFG,2002,5.2
IND,AFG,2002,2.8953125
IRL,AFG,2002,2.5
IRN,AFG,2002,2.73225806451613
ISR,AFG,2002,0.666666666666667
ITA,AFG,2002,0.870588235294118
JPN,AFG,2002,2.85625
KOR,AFG,2002,1
LBY,AFG,2002,1
NLD,AFG,2002,3
NZL,AFG,2002,3
PAK,AFG,2002,2.86037735849057
ROU,AFG,2002,0.4
RUS,AFG,2002,3.08134328358209
SAU,AFG,2002,2.5
SDN,AFG,2002,1.9
SWE,AFG,2002,2.5
SYR,AFG,2002,4.65714285714286
TJK,AFG,2002,-2.575
TKM,AFG,2002,2.88888888888889
TUR,AFG,2002,3.07333333333333
USA,AFG,2002,2.51963190184049
UZB,AFG,2002,4.125
YEM,AFG,2002,0
ZAF,AFG,2002,1.9
BRA,AGO,2002,1.1
CHE,AGO,2002,-2
CHN,AGO,2002,1
COD,AGO,2002,1.625
COG,AGO,2002,1
CPV,AGO,2002,1
FRA,AGO,2002,0
GBR,AGO,2002,0.333333333333333
GIN,AGO,2002,2.8
GMB,AGO,2002,7
JPN,AGO,2002,2.725
MOZ,AGO,2002,0.975
MWI,AGO,2002,1.5
NAM,AGO,2002,3.4
NGA,AGO,2002,1.6
NOR,AGO,2002,0.5
PRT,AGO,2002,2.5
RUS,AGO,2002,1.7
RWA,AGO,2002,3.20714285714286
STP,AGO,2002,1
SWZ,AGO,2002,1.9
TZA,AGO,2002,0
UGA,AGO,2002,1.55
USA,AGO,2002,2.135
VNM,AGO,2002,1
ZAF,AGO,2002,1
ZWE,AGO,2002,1.45
BGR,ALB,2002,3
CHN,ALB,2002,3.4
GBR,ALB,2002,2.425
GRC,ALB,2002,2.75
ITA,ALB,2002,2.18571428571429
MKD,ALB,2002,2.33333333333333
MNE,ALB,2002,1
ROU,ALB,2002,4.16
RUS,ALB,2002,2.27142857142857
SRB,ALB,2002,1
SVN,ALB,2002,2.5
TUR,ALB,2002,3.2
USA,ALB,2002,1.78
VAT,ALB,2002,2.8
AFG,ARE,2002,1.87
AUS,ARE,2002,7
BHR,ARE,2002,1
EGY,ARE,2002,0.5
IND,ARE,2002,1.7
IRQ,ARE,2002,2.8
JOR,ARE,2002,3.95714285714286
KWT,ARE,2002,3.4
LBN,ARE,2002,1
MAR,ARE,2002,0
MUS,ARE,2002,3.1
PAK,ARE,2002,1.7375
PSE,ARE,2002,2.6
QAT,ARE,2002,1.6
SAU,ARE,2002,1.45
SDN,ARE,2002,2.4
SRB,ARE,2002,7
TTO,ARE,2002,0
USA,ARE,2002,4
YEM,ARE,2002,1
ZAF,ARE,2002,1
ARM,ARG,2002,4.5
BRA,ARG,2002,2.1125
CHE,ARG,2002,0
CHL,ARG,2002,3
CHN,ARG,2002,2.2
DEU,ARG,2002,2.5
ESP,ARG,2002,-0.0769230769230769
ITA,ARG,2002,3.4
MEX,ARG,2002,1.75
PER,ARG,2002,0
PRY,ARG,2002,4
UKR,ARG,2002,1
URY,ARG,2002,2.90833333333333
USA,ARG,2002,1.86285714285714
ARG,ARM,2002,4.5
AZE,ARM,2002,2.7741935483871
BLR,ARM,2002,1
BRA,ARM,2002,1
CAN,ARM,2002,4
CHE,ARM,2002,1
CHN,ARM,2002,1
CUB,ARM,2002,1
DEU,ARM,2002,1
FIN,ARM,2002,1
FRA,ARM,2002,1
GBR,ARM,2002,1
GEO,ARM,2002,2
GRC,ARM,2002,1.94
IDN,ARM,2002,1
IRN,ARM,2002,3.19
ISR,ARM,2002,1
ITA,ARM,2002,2.2
KGZ,ARM,2002,5.125
LTU,ARM,2002,4
MDA,ARM,2002,1
PRT,ARM,2002,2.5
ROU,ARM,2002,1.45
RUS,ARM,2002,2.886
SYR,ARM,2002,2.725
THA,ARM,2002,7
TJK,ARM,2002,3.31428571428571
TKM,ARM,2002,3.4
TUR,ARM,2002,3.1
UKR,ARM,2002,3.125
URY,ARM,2002,1
USA,ARM,2002,1.875
UZB,ARM,2002,2.35
VNM,ARM,2002,3.6
CUB,ATG,2002,3.1
IND,ATG,2002,7
AFG,AUS,2002,2
ARE,AUS,2002,7
BTN,AUS,2002,1.6
CAN,AUS,2002,2.2
CHN,AUS,2002,2.05
DEU,AUS,2002,1.775
FJI,AUS,2002,-0.4
FRA,AUS,2002,0.5
GBR,AUS,2002,2.17142857142857
GRC,AUS,2002,2.56153846153846
IDN,AUS,2002,0.777049180327869
IND,AUS,2002,1
IRL,AUS,2002,2
IRQ,AUS,2002,0
ISR,AUS,2002,3.5
ITA,AUS,2002,1.79090909090909
JPN,AUS,2002,2.65581395348837
KEN,AUS,2002,-5
KHM,AUS,2002,2.8
LBN,AUS,2002,0
LBY,AUS,2002,1
MKD,AUS,2002,3.4
MLT,AUS,2002,4
MMR,AUS,2002,1
MYS,AUS,2002,1.72916666666667
NGA,AUS,2002,2.5
NRU,AUS,2002,2.15
NZL,AUS,2002,2.27333333333333
PAK,AUS,2002,1
PHL,AUS,2002,-0.157142857142857
PNG,AUS,2002,2.49166666666667
PRK,AUS,2002,2.5
RUS,AUS,2002,5.5
SGP,AUS,2002,4.75
SLB,AUS,2002,0.5
THA,AUS,2002,5.36363636363636
TLS,AUS,2002,2.53333333333333
TUR,AUS,2002,2.02857142857143
TUV,AUS,2002,-5
USA,AUS,2002,1.23069306930693
VAT,AUS,2002,1.9
VNM,AUS,2002,1
VUT,AUS,2002,1
ZAF,AUS,2002,7.08
ZWE,AUS,2002,-2
BGR,AUT,2002,4.6
CHN,AUT,2002,4
COL,AUT,2002,1
CZE,AUT,2002,2.61111111111111
EGY,AUT,2002,2.95
ESP,AUT,2002,1
FRA,AUT,2002,1
HRV,AUT,2002,2.76923076923077
HUN,AUT,2002,4.6
IRN,AUT,2002,2.55555555555556
IRQ,AUT,2002,2.2
KWT,AUT,2002,1
LIE,AUT,2002,2.8
LTU,AUT,2002,1
MKD,AUT,2002,1
MNG,AUT,2002,1.9
POL,AUT,2002,4.5
PRT,AUT,2002,7
PSE,AUT,2002,2.8
ROU,AUT,2002,5.96666666666667
RUS,AUT,2002,1
SDN,AUT,2002,8
SRB,AUT,2002,0.666666666666667
SVK,AUT,2002,2.70714285714286
SVN,AUT,2002,3.4
SWE,AUT,2002,7
TUN,AUT,2002,1
TUR,AUT,2002,1
UKR,AUT,2002,3
ARM,AZE,2002,2.08571428571429
CAN,AZE,2002,4
CHN,AZE,2002,1.96666666666667
DEU,AZE,2002,1
FRA,AZE,2002,4
GBR,AZE,2002,1.525
GEO,AZE,2002,2.75
IND,AZE,2002,1
IRL,AZE,2002,1
IRN,AZE,2002,3.41290322580645
ISR,AZE,2002,1
ITA,AZE,2002,2.6
KAZ,AZE,2002,3.25
LTU,AZE,2002,2.65
LUX,AZE,2002,2.5
MDA,AZE,2002,2.5
NOR,AZE,2002,1
PAK,AZE,2002,1
PRT,AZE,2002,1.98333333333333
ROU,AZE,2002,1
RUS,AZE,2002,2.27666666666667
SAU,AZE,2002,1
TUR,AZE,2002,2.6921875
UKR,AZE,2002,2.83333333333333
USA,AZE,2002,1.38571428571429
ETH,BDI,2002,7
GAB,BDI,2002,1
ITA,BDI,2002,3.4
NOR,BDI,2002,1
RWA,BDI,2002,5.2
SAU,BDI,2002,0
SDN,BDI,2002,4.5
TZA,BDI,2002,3
UGA,BDI,2002,0.833333333333333
ZAF,BDI,2002,2.58260869565217
AFG,BEL,2002,1
BGD,BEL,2002,1
BGR,BEL,2002,2.55555555555556
CHN,BEL,2002,4
COD,BEL,2002,1
DEU,BEL,2002,3.4
DZA,BEL,2002,5.63333333333333
EGY,BEL,2002,1
ESP,BEL,2002,4
ETH,BEL,2002,2.66666666666667
FIN,BEL,2002,0
FRA,BEL,2002,3.4
GEO,BEL,2002,0
GRC,BEL,2002,4
HRV,BEL,2002,4.76
IRN,BEL,2002,1.4
IRQ,BEL,2002,3.16
ISR,BEL,2002,1
ITA,BEL,2002,1.13333333333333
LBN,BEL,2002,2
LTU,BEL,2002,2.95
LUX,BEL,2002,1
MAR,BEL,2002,2.66666666666667
MEX,BEL,2002,4
MKD,BEL,2002,1.4
MOZ,BEL,2002,8
MRT,BEL,2002,-2
NGA,BEL,2002,2.8
PER,BEL,2002,4
POL,BEL,2002,0
RUS,BEL,2002,5.5
RWA,BEL,2002,5.2
SRB,BEL,2002,1
SVK,BEL,2002,0.8
TUR,BEL,2002,2.86666666666667
UGA,BEL,2002,4
UKR,BEL,2002,3
USA,BEL,2002,3.95
ZAF,BEL,2002,4.5
BRA,BEN,2002,0
CHN,BEN,2002,2.2
ERI,BEN,2002,1
TCD,BEN,2002,8
UKR,BEN,2002,1
CIV,BFA,2002,4.75
EGY,BFA,2002,1.5
GHA,BFA,2002,1
MLI,BFA,2002,1
SDN,BFA,2002,1
BEL,BGD,2002,1
BTN,BGD,2002,1.45
CAN,BGD,2002,0.4
CHN,BGD,2002,5.276
FRA,BGD,2002,0
GBR,BGD,2002,2.98666666666667
IND,BGD,2002,-0.833333333333333
IRN,BGD,2002,3.16
JPN,BGD,2002,-2
KOR,BGD,2002,2.47142857142857
LKA,BGD,2002,-2
NOR,BGD,2002,4.5
PAK,BGD,2002,3.34
PRK,BGD,2002,1
PSE,BGD,2002,3
SAU,BGD,2002,1
SGP,BGD,2002,1
THA,BGD,2002,3.91428571428571
TUR,BGD,2002,1
USA,BGD,2002,3.05714285714286
ZAF,BGD,2002,1
AFG,BGR,2002,1.375
ALB,BGR,2002,3
AUT,BGR,2002,5
BEL,BGR,2002,1.6
BRA,BGR,2002,1
CHL,BGR,2002,4
CHN,BGR,2002,1.825
CZE,BGR,2002,1
DEU,BGR,2002,4.28571428571429
DNK,BGR,2002,1.48
ESP,BGR,2002,1
FIN,BGR,2002,4
FRA,BGR,2002,5.4
GBR,BGR,2002,3.2
GRC,BGR,2002,3.07692307692308
HRV,BGR,2002,2.28571428571429
HUN,BGR,2002,4.33333333333333
IRN,BGR,2002,1
ISL,BGR,2002,1
ISR,BGR,2002,1
ITA,BGR,2002,1.625
JOR,BGR,2002,2.8
KAZ,BGR,2002,2.5
KWT,BGR,2002,1.36
LBN,BGR,2002,0.833333333333333
LBY,BGR,2002,1.72
LTU,BGR,2002,4
LUX,BGR,2002,8
LVA,BGR,2002,4.5
MAR,BGR,2002,1
MKD,BGR,2002,2.63571428571429
MNG,BGR,2002,1
NGA,BGR,2002,1
NLD,BGR,2002,4
NOR,BGR,2002,4
PAK,BGR,2002,1
PRT,BGR,2002,1
ROU,BGR,2002,3.10909090909091
RUS,BGR,2002,2.33142857142857
SRB,BGR,2002,4
SVK,BGR,2002,1
SVN,BGR,2002,2.8
TJK,BGR,2002,1
TUR,BGR,2002,1.69393939393939
USA,BGR,2002,1.82894736842105
VAT,BGR,2002,1
VEN,BGR,2002,1
YEM,BGR,2002,1
ZAF,BGR,2002,1
ARE,BHR,2002,1
BLR,BHR,2002,1
EGY,BHR,2002,0.666666666666667
GBR,BHR,2002,7
IRL,BHR,2002,-0.4
IRN,BHR,2002,1
IRQ,BHR,2002,2.89
JOR,BHR,2002,2.33333333333333
OMN,BHR,2002,1
SAU,BHR,2002,2.375
SYR,BHR,2002,2.5
THA,BHR,2002,1.78
USA,BHR,2002,3.95555555555556
YEM,BHR,2002,1
USA,BHS,2002,3
CAN,BIH,2002,-4
FRA,BIH,2002,1
GBR,BIH,2002,2.71428571428571
GRC,BIH,2002,1
HRV,BIH,2002,2.93846153846154
IDN,BIH,2002,1
IRN,BIH,2002,3
ITA,BIH,2002,1.66666666666667
LTU,BIH,2002,3.33333333333333
NLD,BIH,2002,0.4
PSE,BIH,2002,3.2
RUS,BIH,2002,1
SRB,BIH,2002,2.63636363636364
SVN,BIH,2002,4
TUR,BIH,2002,2.72857142857143
UKR,BIH,2002,1
USA,BIH,2002,1.84545454545455
ARM,BLR,2002,1.75
BHR,BLR,2002,1
CHE,BLR,2002,4
CZE,BLR,2002,6
IND,BLR,2002,2.8
IRN,BLR,2002,1.3
IRQ,BLR,2002,1.96
JPN,BLR,2002,1.31428571428571
KAZ,BLR,2002,3.4
KGZ,BLR,2002,7
LTU,BLR,2002,5.5
MDA,BLR,2002,3.4
POL,BLR,2002,1
PRT,BLR,2002,2
QAT,BLR,2002,1
RUS,BLR,2002,2.66
SYR,BLR,2002,1
TUR,BLR,2002,1.9
USA,BLR,2002,-0.52
GTM,BLZ,2002,1
BRA,BOL,2002,1
CHL,BOL,2002,-5
ECU,BOL,2002,1
PER,BOL,2002,0
URY,BOL,2002,1
USA,BOL,2002,-0.5
AGO,BRA,2002,1.375
ARG,BRA,2002,1.85714285714286
ARM,BRA,2002,2.5
BGR,BRA,2002,1
BOL,BRA,2002,1
CAN,BRA,2002,7
CHL,BRA,2002,4
CHN,BRA,2002,3.4
COL,BRA,2002,1
ECU,BRA,2002,2.5
FRA,BRA,2002,1
GBR,BRA,2002,3
GUY,BRA,2002,3.5
KWT,BRA,2002,2.8
MEX,BRA,2002,4.4
PAN,BRA,2002,1
PER,BRA,2002,4
POL,BRA,2002,3.58333333333333
PRT,BRA,2002,0
PRY,BRA,2002,2.5
RUS,BRA,2002,3
SVK,BRA,2002,0.4
TLS,BRA,2002,1.9
UKR,BRA,2002,1
URY,BRA,2002,1
USA,BRA,2002,2.435
VAT,BRA,2002,1.9
VEN,BRA,2002,1.66666666666667
ZAF,BRA,2002,5.5
USA,BRB,2002,-10
PRK,BRN,2002,1
USA,BRN,2002,8
AUS,BTN,2002,1.3
BGD,BTN,2002,2.4
IND,BTN,2002,2
SWZ,BTN,2002,1
CAN,BWA,2002,1
CHN,BWA,2002,3.4
ETH,BWA,2002,2.53333333333333
NZL,BWA,2002,1
USA,BWA,2002,3.4
ZAF,BWA,2002,0
GAB,CAF,2002,1.4
LBY,CAF,2002,2.2
SDN,CAF,2002,3.4
TCD,CAF,2002,0.32
AFG,CAN,2002,-4.5
AUS,CAN,2002,1
BGD,CAN,2002,0.666666666666667
BGR,CAN,2002,4
BRA,CAN,2002,7
BWA,CAN,2002,1
CHN,CAN,2002,1
CUB,CAN,2002,0
DEU,CAN,2002,-2
DZA,CAN,2002,5
ESP,CAN,2002,4
ETH,CAN,2002,2.66666666666667
FRA,CAN,2002,3.7
GBR,CAN,2002,2.18
GHA,CAN,2002,1
GRD,CAN,2002,1
ISR,CAN,2002,1
ITA,CAN,2002,2.66666666666667
JPN,CAN,2002,4.6
KEN,CAN,2002,-0.666666666666667
LTU,CAN,2002,3.4
MAR,CAN,2002,2.8
MEX,CAN,2002,4
MOZ,CAN,2002,1
MWI,CAN,2002,1
NAM,CAN,2002,1
NGA,CAN,2002,2.5
NOR,CAN,2002,1.9
PAK,CAN,2002,1
PHL,CAN,2002,1.7
PSE,CAN,2002,1.4
ROU,CAN,2002,1
RUS,CAN,2002,1.16363636363636
SEN,CAN,2002,1
SRB,CAN,2002,1
SVK,CAN,2002,3.58333333333333
SVN,CAN,2002,1
TUR,CAN,2002,7
TZA,CAN,2002,5.2
UGA,CAN,2002,4.45
USA,CAN,2002,2.025
ZAF,CAN,2002,1.73333333333333
AFG,CHE,2002,1
ARM,CHE,2002,1
CHN,CHE,2002,1
CZE,CHE,2002,-2
DNK,CHE,2002,2.5
GBR,CHE,2002,1.2
HRV,CHE,2002,2.8
IRL,CHE,2002,-2
IRN,CHE,2002,1
ISR,CHE,2002,1
ITA,CHE,2002,1
JPN,CHE,2002,1
KGZ,CHE,2002,1
KOR,CHE,2002,6
MYS,CHE,2002,1.5
RUS,CHE,2002,1.83333333333333
SDN,CHE,2002,3.7
SRB,CHE,2002,8
SVK,CHE,2002,1
SYR,CHE,2002,2.8
TJK,CHE,2002,2.35
UKR,CHE,2002,7.4
USA,CHE,2002,2.01428571428571
UZB,CHE,2002,4
VNM,CHE,2002,7
ARG,CHL,2002,2.05
BRA,CHL,2002,4
COL,CHL,2002,1
DEU,CHL,2002,1
ECU,CHL,2002,1
ESP,CHL,2002,-5
GBR,CHL,2002,2.45454545454545
JPN,CHL,2002,2
KOR,CHL,2002,1
NZL,CHL,2002,1
PER,CHL,2002,1
POL,CHL,2002,1.3
PRY,CHL,2002,4
ROU,CHL,2002,1
RUS,CHL,2002,2.96
URY,CHL,2002,3
USA,CHL,2002,2.98
AFG,CHN,2002,1.80952380952381
AGO,CHN,2002,1
ARG,CHN,2002,1
ARM,CHN,2002,1.875
AUS,CHN,2002,2.16
AZE,CHN,2002,0.76
BEN,CHN,2002,1
BGD,CHN,2002,5.05384615384615
BGR,CHN,2002,1.91428571428571
BRA,CHN,2002,3.5
CAN,CHN,2002,2.5
CHE,CHN,2002,1
CIV,CHN,2002,2.2
COL,CHN,2002,1
CUB,CHN,2002,5.66666666666667
CZE,CHN,2002,1.57142857142857
DEU,CHN,2002,2.7984126984127
DJI,CHN,2002,3
DNK,CHN,2002,8
ECU,CHN,2002,1
EGY,CHN,2002,2.89230769230769
ERI,CHN,2002,1.675
ESP,CHN,2002,1
EST,CHN,2002,3
ETH,CHN,2002,5.03636363636364
FRA,CHN,2002,3.58
GBR,CHN,2002,2.31052631578947
GHA,CHN,2002,5.8
GIN,CHN,2002,3.4
GRC,CHN,2002,2.03333333333333
HKG,CHN,2002,0.841666666666667
HRV,CHN,2002,3.52
IDN,CHN,2002,2.225
IND,CHN,2002,2.4625
IRN,CHN,2002,1.6
IRQ,CHN,2002,4
ISR,CHN,2002,1
ITA,CHN,2002,1
JOR,CHN,2002,2.8
JPN,CHN,2002,2.78571428571429
KAZ,CHN,2002,2.6
KEN,CHN,2002,1
KGZ,CHN,2002,4.38571428571429
KHM,CHN,2002,4.905
KIR,CHN,2002,2.1
KOR,CHN,2002,3.33953488372093
LAO,CHN,2002,1.9
LBN,CHN,2002,2.8
LTU,CHN,2002,1.5
LUX,CHN,2002,1
LVA,CHN,2002,3.15714285714286
MAC,CHN,2002,1.48
MAR,CHN,2002,2.75555555555556
MDG,CHN,2002,0
MLT,CHN,2002,3.14285714285714
MMR,CHN,2002,1.45
MNG,CHN,2002,2.86666666666667
MRT,CHN,2002,0
MUS,CHN,2002,1.9
MYS,CHN,2002,1
NGA,CHN,2002,2.8
NOR,CHN,2002,2.06363636363636
NPL,CHN,2002,3.4962962962963
NZL,CHN,2002,1
PAK,CHN,2002,2.91836734693878
PER,CHN,2002,6.16666666666667
PHL,CHN,2002,2
PNG,CHN,2002,3
POL,CHN,2002,0
PRK,CHN,2002,2.42083333333333
PSE,CHN,2002,1
PYF,CHN,2002,0
QAT,CHN,2002,1
ROU,CHN,2002,6.48
RUS,CHN,2002,3.46186770428016
SAU,CHN,2002,1
SDN,CHN,2002,1
SGP,CHN,2002,1.99090909090909
SLE,CHN,2002,1.9
SRB,CHN,2002,3.8
SVK,CHN,2002,1
